0.005341	;	0.006920	;	0.063773
0.005448	;	0.006284	;	0.063872
0.005480	;	0.006485	;	0.063807
0.005322	;	0.006936	;	0.063807
0.005414	;	0.006798	;	0.063765
0.005444	;	0.006728	;	0.063767
0.005353	;	0.006962	;	0.063769
0.005502	;	0.006404	;	0.063826
0.005473	;	0.006648	;	0.063771
0.005343	;	0.006958	;	0.063795
0.005526	;	0.006354	;	0.063817
0.005426	;	0.006828	;	0.063759
0.005518	;	0.006260	;	0.063855
0.005459	;	0.006754	;	0.063761
0.005488	;	0.006673	;	0.063766
0.005342	;	0.007017	;	0.063758
0.005551	;	0.006419	;	0.063819
0.005529	;	0.006484	;	0.063814
0.005546	;	0.006594	;	0.063770
0.005593	;	0.006342	;	0.063804
0.005604	;	0.006509	;	0.063784
0.005609	;	0.006575	;	0.063759
0.005646	;	0.006411	;	0.063784
0.005673	;	0.006346	;	0.063787
0.005450	;	0.007250	;	0.063710
0.005671	;	0.006601	;	0.063734
0.005736	;	0.006431	;	0.063752
0.005710	;	0.006511	;	0.063743
0.005492	;	0.007292	;	0.063687
0.005728	;	0.006716	;	0.063696
0.005552	;	0.007291	;	0.063675
0.005520	;	0.007342	;	0.063673
0.005713	;	0.006876	;	0.063691
0.005804	;	0.006534	;	0.063707
0.005781	;	0.006610	;	0.063707
0.005836	;	0.006424	;	0.063719
0.005868	;	0.006632	;	0.063668
0.005913	;	0.006335	;	0.063705
0.005894	;	0.006767	;	0.063646
0.005713	;	0.007257	;	0.063621
0.005662	;	0.007346	;	0.063625
0.005925	;	0.006440	;	0.063683
0.005922	;	0.006524	;	0.063672
0.005760	;	0.007157	;	0.063619
0.005863	;	0.006938	;	0.063629
0.005802	;	0.007034	;	0.063624
0.005710	;	0.007384	;	0.063607
0.005754	;	0.007275	;	0.063607
0.005852	;	0.007043	;	0.063607
0.005813	;	0.007172	;	0.063601
0.005911	;	0.006936	;	0.063613
0.006012	;	0.006548	;	0.063634
0.005954	;	0.006768	;	0.063617
0.006045	;	0.006429	;	0.063640
0.006004	;	0.006638	;	0.063622
0.006149	;	0.006543	;	0.063587
0.006114	;	0.006667	;	0.063578
0.006086	;	0.006792	;	0.063568
0.005964	;	0.007258	;	0.063537
0.005909	;	0.007383	;	0.063539
0.005896	;	0.007382	;	0.063541
0.005854	;	0.007485	;	0.063542
0.006091	;	0.006775	;	0.063569
0.006018	;	0.007125	;	0.063538
0.005855	;	0.007628	;	0.063526
0.006073	;	0.006976	;	0.063543
0.006214	;	0.006465	;	0.063569
0.005964	;	0.007397	;	0.063517
0.006009	;	0.007260	;	0.063521
0.005923	;	0.007529	;	0.063514
0.006067	;	0.007126	;	0.063521
0.006251	;	0.006670	;	0.063531
0.006119	;	0.006975	;	0.063527
0.006266	;	0.006568	;	0.063539
0.006184	;	0.006808	;	0.063529
0.006320	;	0.006469	;	0.063531
0.006312	;	0.006500	;	0.063529
0.006354	;	0.006538	;	0.063506
0.006294	;	0.006824	;	0.063489
0.006402	;	0.006509	;	0.063502
0.006374	;	0.006690	;	0.063477
0.006330	;	0.006799	;	0.063478
0.006086	;	0.007634	;	0.063438
0.006148	;	0.007497	;	0.063434
0.006283	;	0.007209	;	0.063430
0.006222	;	0.007366	;	0.063428
0.006369	;	0.006852	;	0.063458
0.006329	;	0.007036	;	0.063440
0.006158	;	0.007657	;	0.063409
0.006282	;	0.007374	;	0.063404
0.006228	;	0.007531	;	0.063402
0.006334	;	0.007209	;	0.063411
0.006530	;	0.006680	;	0.063418
0.006475	;	0.006847	;	0.063416
0.006332	;	0.007737	;	0.063327
0.006481	;	0.007448	;	0.063316
0.006328	;	0.007894	;	0.063310
0.006669	;	0.006710	;	0.063361
0.006639	;	0.006845	;	0.063352
0.006488	;	0.007674	;	0.063289
0.006620	;	0.007095	;	0.063319
0.006549	;	0.007280	;	0.063317
0.006430	;	0.007779	;	0.063287
0.006559	;	0.007456	;	0.063286
0.006828	;	0.006692	;	0.063297
0.006699	;	0.007086	;	0.063290
0.006632	;	0.007284	;	0.063285
0.006972	;	0.006674	;	0.063238
0.006613	;	0.007858	;	0.063201
0.006711	;	0.007708	;	0.063185
0.006955	;	0.006862	;	0.063223
0.006794	;	0.007539	;	0.063179
0.006872	;	0.007351	;	0.063177
0.006695	;	0.007839	;	0.063167
0.007027	;	0.007167	;	0.063160
0.006784	;	0.007714	;	0.063156
0.007076	;	0.006682	;	0.063196
0.007079	;	0.006781	;	0.063183
0.006878	;	0.007551	;	0.063147
0.006966	;	0.007353	;	0.063141
0.007188	;	0.006697	;	0.063168
0.007171	;	0.006781	;	0.063147
0.007164	;	0.006904	;	0.063131
0.006934	;	0.007962	;	0.063056
0.007302	;	0.006804	;	0.063090
0.007114	;	0.007603	;	0.063039
0.006871	;	0.008118	;	0.063065
0.007325	;	0.006901	;	0.063079
0.007282	;	0.007175	;	0.063039
0.007425	;	0.006985	;	0.063012
0.007500	;	0.006837	;	0.063000
0.007720	;	0.007951	;	0.062731
0.008122	;	0.006955	;	0.062719
0.008014	;	0.007489	;	0.062681
0.008309	;	0.007024	;	0.062630
0.010449	;	0.010917	;	0.061136
